order_id,order_date,customer_id,customer_type,city,category,product_name,quantity,unit_price,discount_pct,revenue,channel,payment_method,order_status
10428,2025-01-15,CUST1995,Returning,Ahmedabad,Electronics,USB Hub,1,71.47,15,60.75,Direct,Credit Card,Cancelled
10429,2025-01-15,CUST0766,Returning,Bangalore,Apparel,Sneakers,1,41.81,0,41.81,Paid Ads,UPI,Delivered
10430,2025-01-15,CUST0864,Returning,Surat,Electronics,Bluetooth Speaker,2,81.11,0,162.22,Organic Search,Net Banking,Delivered
10431,2025-01-15,CUST3649,New,Surat,Electronics,Keyboard,1,55.1,5,52.34,Organic Search,Credit Card,Cancelled
10432,2025-01-15,CUST2948,New,Hyderabad,Apparel,Socks,1,38.85,0,38.85,Direct,Credit Card,Delivered
10433,2025-01-16,CUST2387,Returning,Bangalore,Sports,Resistance Bands,1,29.38,0,29.38,Social Media,UPI,Delivered
10434,2025-01-16,CUST0542,Returning,Delhi,Home & Garden,Photo Frame,1,22.75,0,22.75,Organic Search,UPI,Cancelled
10435,2025-01-16,CUST2457,Returning,Mumbai,Home & Garden,Plant Pot,1,27.1,15,23.04,Direct,UPI,Returned
10436,2025-01-16,CUST3841,New,Kolkata,Electronics,Phone Case,3,85.45,0,256.35,Paid Ads,Debit Card,Delivered
10437,2025-01-16,CUST1436,Returning,Surat,Apparel,Sneakers,3,35.84,10,96.77,Email,Wallet,Cancelled
10438,2025-01-16,CUST3519,New,Delhi,Apparel,Socks,1,35.65,0,35.65,Organic Search,Wallet,Delivered
10439,2025-01-16,CUST2682,New,Chennai,Electronics,Wireless Earbuds,1,53.84,0,53.84,Social Media,Debit Card,Delivered
10440,2025-01-16,CUST1498,Returning,Surat,Electronics,Keyboard,1,109.12,0,109.12,Organic Search,UPI,Returned
10441,2025-01-16,CUST1040,Returning,Hyderabad,Apparel,Shorts,1,31.7,5,30.11,Social Media,Net Banking,Delivered
10442,2025-01-16,CUST0663,Returning,Delhi,Electronics,Smart Watch,2,78.49,5,149.13,Organic Search,Debit Card,Delivered
10443,2025-01-16,CUST0374,Returning,Bangalore,Apparel,T-Shirt,1,53.69,0,53.69,Paid Ads,UPI,Delivered
10444,2025-01-16,CUST1642,Returning,Surat,Electronics,Bluetooth Speaker,1,47.83,0,47.83,Social Media,Debit Card,Cancelled
10445,2025-01-16,CUST2691,New,Jaipur,Electronics,Phone Case,1,77.92,0,77.92,Organic Search,Credit Card,Delivered
10446,2025-01-16,CUST2683,New,Mumbai,Apparel,Sneakers,1,42.94,0,42.94,Referral,Credit Card,Delivered
10447,2025-01-16,CUST2883,New,Delhi,Apparel,Socks,1,25.41,0,25.41,Direct,UPI,Returned
10448,2025-01-16,CUST2484,Returning,Chennai,Apparel,Polo Shirt,1,53.64,0,53.64,Paid Ads,Debit Card,Delivered
10449,2025-01-16,CUST3879,New,Delhi,Electronics,Webcam,1,50.43,0,50.43,Email,COD,Cancelled
10450,2025-01-16,CUST1981,Returning,Chennai,Sports,Skipping Rope,1,30.5,0,30.5,Email,COD,Delivered
10451,2025-01-16,CUST1568,Returning,Chennai,Apparel,Polo Shirt,2,35.83,0,71.66,Social Media,Credit Card,Delivered
10452,2025-01-16,CUST1177,Returning,Delhi,Beauty,Body Lotion,1,27.52,0,27.52,Paid Ads,UPI,Delivered
10453,2025-01-16,CUST1103,Returning,Bangalore,Apparel,Hoodie,1,31.08,15,26.42,Direct,UPI,Cancelled
10454,2025-01-16,CUST0939,Returning,Chennai,Apparel,Sneakers,1,26.96,0,26.96,Email,Net Banking,Delivered
10455,2025-01-16,CUST2515,New,Mumbai,Home & Garden,Candle Set,3,47.03,5,134.04,Email,UPI,Delivered
10456,2025-01-16,CUST2354,Returning,Hyderabad,Apparel,Polo Shirt,1,51.23,15,43.55,Paid Ads,COD,Cancelled
10457,2025-01-16,CUST1734,Returning,Ahmedabad,Electronics,USB Hub,2,54.62,5,103.78,Direct,Credit Card,Delivered
10458,2025-01-17,CUST2824,New,Mumbai,Home & Garden,Photo Frame,3,47.93,0,143.79,Organic Search,Credit Card,Delivered
10459,2025-01-17,CUST1104,Returning,Ahmedabad,Electronics,Keyboard,2,59.04,0,118.08,Referral,Debit Card,Delivered
10460,2025-01-17,CUST1146,Returning,Ahmedabad,Apparel,Socks,2,31.78,15,54.03,Organic Search,Credit Card,Delivered
10461,2025-01-17,CUST3508,New,Kolkata,Electronics,Smart Watch,2,105.31,5,200.09,Organic Search,Net Banking,Returned
10462,2025-01-17,CUST3480,New,Jaipur,Apparel,T-Shirt,1,36.49,20,29.19,Paid Ads,Debit Card,Delivered
10463,2025-01-17,CUST0883,Returning,Hyderabad,Electronics,Keyboard,1,52.42,0,52.42,Paid Ads,UPI,Delivered
10464,2025-01-17,CUST1410,Returning,Mumbai,Electronics,Bluetooth Speaker,1,86.81,10,78.13,Paid Ads,Debit Card,Returned
10465,2025-01-17,CUST3197,New,Hyderabad,Home & Garden,Curtains,1,45.97,0,45.97,Paid Ads,UPI,Delivered
10466,2025-01-17,CUST0594,Returning,Bangalore,Home & Garden,Candle Set,1,31.46,5,29.89,Social Media,Wallet,Delivered
10467,2025-01-17,CUST0935,Returning,Pune,Home & Garden,Door Mat,2,22.85,0,45.7,Paid Ads,Debit Card,Delivered
10468,2025-01-17,CUST3064,New,Surat,Home & Garden,Throw Pillow,2,51.24,15,87.11,Paid Ads,Debit Card,Delivered
10469,2025-01-17,CUST2871,New,Delhi,Sports,Resistance Bands,2,38.17,15,64.89,Organic Search,Debit Card,Delivered
10470,2025-01-17,CUST3134,New,Delhi,Beauty,Eye Cream,1,10.66,0,10.66,Organic Search,UPI,Delivered
10471,2025-01-17,CUST2567,New,Bangalore,Beauty,Sunscreen,1,16.18,0,16.18,Organic Search,Net Banking,Delivered
10472,2025-01-17,CUST3830,New,Hyderabad,Home & Garden,Storage Box,2,38.69,15,65.77,Paid Ads,Credit Card,Cancelled
10473,2025-01-17,CUST2311,Returning,Kolkata,Apparel,Polo Shirt,1,41.35,5,39.28,Paid Ads,UPI,Delivered
10474,2025-01-17,CUST1689,Returning,Hyderabad,Electronics,Webcam,1,51.72,0,51.72,Organic Search,Credit Card,Delivered
10475,2025-01-17,CUST3777,New,Ahmedabad,Home & Garden,Plant Pot,1,38.77,0,38.77,Direct,Debit Card,Delivered
10476,2025-01-17,CUST0773,Returning,Kolkata,Apparel,Cap,1,47.48,5,45.11,Direct,Debit Card,Delivered
10477,2025-01-17,CUST2562,New,Chennai,Home & Garden,Door Mat,2,28.82,0,57.64,Paid Ads,Net Banking,Delivered
10478,2025-01-17,CUST1692,Returning,Chennai,Home & Garden,Throw Pillow,1,49.72,10,44.75,Email,Credit Card,Delivered
10479,2025-01-17,CUST1314,Returning,Mumbai,Home & Garden,Curtains,1,48.02,0,48.02,Organic Search,COD,Delivered
10480,2025-01-17,CUST0954,Returning,Delhi,Beauty,Face Mask,1,27.88,10,25.09,Organic Search,Debit Card,Delivered
10481,2025-01-17,CUST1353,Returning,Delhi,Electronics,Screen Protector,3,79.78,10,215.41,Email,COD,Delivered
10482,2025-01-17,CUST1025,Returning,Kolkata,Home & Garden,Candle Set,1,27.26,15,23.17,Email,Credit Card,Returned
10483,2025-01-17,CUST3012,New,Delhi,Electronics,Screen Protector,1,119.59,0,119.59,Paid Ads,COD,Delivered
10484,2025-01-17,CUST3051,New,Jaipur,Home & Garden,Throw Pillow,3,26.34,10,71.12,Paid Ads,Credit Card,Delivered
10485,2025-01-17,CUST2593,New,Kolkata,Electronics,Wireless Earbuds,2,61.33,0,122.66,Paid Ads,Credit Card,Delivered
10486,2025-01-17,CUST1947,Returning,Surat,Electronics,USB Hub,1,48.15,10,43.34,Organic Search,Net Banking,Delivered
10487,2025-01-17,CUST0246,Returning,Mumbai,Apparel,Polo Shirt,1,53.88,10,48.49,Paid Ads,Credit Card,Delivered
10488,2025-01-17,CUST3100,New,Pune,Electronics,Screen Protector,1,118.63,10,106.77,Email,Debit Card,Delivered
10489,2025-01-17,CUST2895,New,Ahmedabad,Home & Garden,Storage Box,2,30.03,0,60.06,Social Media,UPI,Delivered
10490,2025-01-17,CUST3406,New,Surat,Apparel,Shorts,1,45.1,0,45.1,Direct,UPI,Delivered
10491,2025-01-17,CUST3179,New,Jaipur,Electronics,Laptop Stand,2,85.62,0,171.24,Paid Ads,Credit Card,Delivered
10492,2025-01-18,CUST3355,New,Kolkata,Home & Garden,Wall Clock,1,22.53,20,18.02,Organic Search,UPI,Returned
10493,2025-01-18,CUST2144,Returning,Delhi,Electronics,Laptop Stand,1,93.07,0,93.07,Organic Search,COD,Delivered
10494,2025-01-18,CUST3426,New,Kolkata,Electronics,Smart Watch,1,52.41,5,49.79,Social Media,UPI,Returned
10495,2025-01-18,CUST3773,New,Chennai,Electronics,Bluetooth Speaker,1,98.84,0,98.84,Social Media,Wallet,Returned
10496,2025-01-18,CUST3368,New,Pune,Apparel,T-Shirt,1,45.51,15,38.68,Email,Credit Card,Delivered
10497,2025-01-18,CUST2128,Returning,Delhi,Apparel,Jeans,2,20.88,0,41.76,Organic Search,Credit Card,Delivered
10498,2025-01-18,CUST2287,Returning,Kolkata,Electronics,USB Hub,1,116.06,5,110.26,Social Media,Net Banking,Delivered
10499,2025-01-18,CUST1645,Returning,Jaipur,Home & Garden,Door Mat,2,26.67,0,53.34,Paid Ads,Credit Card,Cancelled
10500,2025-01-18,CUST3461,New,Pune,Apparel,Jacket,3,38.35,20,92.04,Paid Ads,UPI,Returned
10501,2025-01-18,CUST3794,New,Hyderabad,Electronics,USB Hub,1,61.04,10,54.94,Paid Ads,Debit Card,Cancelled
10502,2025-01-18,CUST3647,New,Hyderabad,Electronics,Wireless Earbuds,3,89.68,5,255.59,Organic Search,COD,Delivered
10503,2025-01-18,CUST2342,Returning,Bangalore,Electronics,Laptop Stand,3,83.35,5,237.55,Organic Search,Debit Card,Delivered
10504,2025-01-18,CUST2337,Returning,Kolkata,Electronics,Keyboard,1,64.22,0,64.22,Social Media,Credit Card,Delivered
10505,2025-01-18,CUST2361,Returning,Delhi,Electronics,Screen Protector,1,106.93,5,101.58,Social Media,Debit Card,Returned
10506,2025-01-18,CUST3604,New,Kolkata,Apparel,Jeans,2,52.11,0,104.22,Paid Ads,Wallet,Cancelled
10507,2025-01-18,CUST0222,Returning,Hyderabad,Electronics,Keyboard,3,92.54,5,263.74,Paid Ads,Debit Card,Delivered
10508,2025-01-18,CUST3978,New,Ahmedabad,Electronics,USB Hub,1,95.52,20,76.42,Email,UPI,Delivered
10509,2025-01-18,CUST3053,New,Mumbai,Apparel,Socks,1,30.44,0,30.44,Paid Ads,Credit Card,Delivered
10510,2025-01-18,CUST1620,Returning,Surat,Apparel,Hoodie,2,35.79,0,71.58,Organic Search,UPI,Returned
10511,2025-01-18,CUST2360,Returning,Delhi,Electronics,Smart Watch,1,77.25,5,73.39,Organic Search,Debit Card,Delivered
10512,2025-01-18,CUST1433,Returning,Surat,Electronics,Bluetooth Speaker,1,46.82,0,46.82,Email,Net Banking,Delivered
10513,2025-01-18,CUST3493,New,Delhi,Apparel,Sneakers,1,31.83,10,28.65,Organic Search,Credit Card,Cancelled
10514,2025-01-18,CUST1844,Returning,Ahmedabad,Beauty,Face Mask,1,27.34,0,27.34,Organic Search,Credit Card,Delivered
10515,2025-01-18,CUST0579,Returning,Mumbai,Electronics,Webcam,2,86.16,5,163.7,Paid Ads,Wallet,Delivered
10516,2025-01-18,CUST0218,Returning,Ahmedabad,Electronics,Wireless Earbuds,1,104.19,5,98.98,Social Media,Credit Card,Delivered
10517,2025-01-18,CUST2660,New,Kolkata,Electronics,Bluetooth Speaker,2,46.43,15,78.93,Organic Search,Debit Card,Cancelled
10518,2025-01-18,CUST0815,Returning,Jaipur,Electronics,Bluetooth Speaker,1,89.78,0,89.78,Referral,UPI,Returned
10519,2025-01-18,CUST0076,Returning,Pune,Electronics,Webcam,1,81.74,10,73.57,Social Media,Debit Card,Delivered
10520,2025-01-18,CUST1586,Returning,Mumbai,Beauty,Body Lotion,1,11.55,0,11.55,Direct,COD,Delivered
10521,2025-01-18,CUST3935,New,Surat,Electronics,Power Bank,2,51.58,0,103.16,Direct,UPI,Delivered
10522,2025-01-18,CUST2221,Returning,Bangalore,Apparel,Socks,3,51.66,0,154.98,Organic Search,Credit Card,Delivered
10523,2025-01-18,CUST0554,Returning,Kolkata,Sports,Resistance Bands,1,39.68,5,37.7,Referral,COD,Delivered
10524,2025-01-18,CUST0485,Returning,Bangalore,Beauty,Hand Cream,1,23.93,15,20.34,Paid Ads,Wallet,Returned
10525,2025-01-18,CUST3366,New,Hyderabad,Home & Garden,Door Mat,3,32.13,10,86.75,Organic Search,Credit Card,Delivered
10526,2025-01-18,CUST2443,Returning,Chennai,Electronics,Keyboard,1,90.42,5,85.9,Organic Search,Credit Card,Delivered
10527,2025-01-18,CUST1532,Returning,Bangalore,Home & Garden,Plant Pot,1,44.19,10,39.77,Email,Debit Card,Delivered
10528,2025-01-18,CUST3893,New,Kolkata,Electronics,Wireless Earbuds,1,117.66,15,100.01,Organic Search,UPI,Delivered
10529,2025-01-18,CUST2007,Returning,Pune,Electronics,Phone Case,3,118.92,15,303.25,Email,Wallet,Delivered
10530,2025-01-18,CUST2505,New,Surat,Home & Garden,Curtains,2,35.21,0,70.42,Social Media,UPI,Cancelled
10531,2025-01-19,CUST1007,Returning,Jaipur,Apparel,Belt,1,50.48,15,42.91,Paid Ads,COD,Delivered
10532,2025-01-19,CUST3169,New,Hyderabad,Apparel,T-Shirt,1,34.26,15,29.12,Paid Ads,Debit Card,Delivered
10533,2025-01-19,CUST0371,Returning,Jaipur,Electronics,Webcam,3,79.77,5,227.34,Organic Search,Net Banking,Cancelled
10534,2025-01-19,CUST1859,Returning,Surat,Home & Garden,Plant Pot,1,32.94,0,32.94,Direct,Wallet,Cancelled
10535,2025-01-19,CUST2943,New,Delhi,Electronics,Bluetooth Speaker,2,113.04,10,203.47,Organic Search,UPI,Delivered
10536,2025-01-19,CUST0655,Returning,Kolkata,Electronics,Power Bank,2,118.14,5,224.47,Social Media,Credit Card,Delivered
10537,2025-01-19,CUST0211,Returning,Kolkata,Electronics,Phone Case,1,55.85,10,50.27,Paid Ads,UPI,Cancelled
10538,2025-01-19,CUST2551,New,Hyderabad,Electronics,Phone Case,1,54.87,0,54.87,Organic Search,Debit Card,Delivered
10539,2025-01-19,CUST1949,Returning,Ahmedabad,Sports,Skipping Rope,2,23.33,5,44.33,Paid Ads,Credit Card,Delivered
10540,2025-01-19,CUST0851,Returning,Mumbai,Electronics,Webcam,1,92.15,10,82.94,Organic Search,Credit Card,Delivered
10541,2025-01-19,CUST3770,New,Delhi,Electronics,Wireless Earbuds,2,107.85,0,215.7,Organic Search,Debit Card,Delivered
10542,2025-01-19,CUST2303,Returning,Bangalore,Home & Garden,Curtains,2,47.99,5,91.18,Referral,UPI,Delivered
10543,2025-01-19,CUST3107,New,Kolkata,Electronics,Laptop Stand,1,112.31,10,101.08,Email,Credit Card,Delivered
10544,2025-01-19,CUST0857,Returning,Surat,Electronics,Laptop Stand,1,76.03,0,76.03,Organic Search,UPI,Cancelled
10545,2025-01-19,CUST2896,New,Hyderabad,Apparel,Jeans,1,43.48,15,36.96,Paid Ads,Net Banking,Delivered
10546,2025-01-19,CUST2129,Returning,Ahmedabad,Apparel,Polo Shirt,1,22.8,5,21.66,Paid Ads,Credit Card,Delivered
10547,2025-01-19,CUST0484,Returning,Chennai,Home & Garden,Wall Clock,1,20.96,5,19.91,Email,COD,Delivered
10548,2025-01-19,CUST2827,New,Hyderabad,Electronics,Webcam,2,60.93,5,115.77,Organic Search,Credit Card,Delivered
10549,2025-01-19,CUST2331,Returning,Surat,Apparel,T-Shirt,1,30.33,0,30.33,Referral,Net Banking,Delivered
10550,2025-01-19,CUST1973,Returning,Bangalore,Sports,Running Belt,3,42.9,5,122.26,Social Media,Wallet,Delivered
10551,2025-01-19,CUST2315,Returning,Pune,Electronics,Power Bank,3,49.2,5,140.22,Social Media,Credit Card,Delivered
10552,2025-01-19,CUST1390,Returning,Kolkata,Electronics,Bluetooth Speaker,1,56.2,10,50.58,Social Media,Net Banking,Delivered
10553,2025-01-19,CUST3514,New,Pune,Apparel,Polo Shirt,1,46.95,0,46.95,Social Media,Credit Card,Delivered
10554,2025-01-19,CUST1239,Returning,Bangalore,Sports,Foam Roller,1,48.28,0,48.28,Organic Search,Net Banking,Returned
10555,2025-01-19,CUST0632,Returning,Chennai,Beauty,Eye Cream,1,29.98,15,25.48,Paid Ads,Debit Card,Cancelled
10556,2025-01-19,CUST3843,New,Jaipur,Electronics,Bluetooth Speaker,1,110.38,10,99.34,Social Media,Credit Card,Returned
10557,2025-01-19,CUST3474,New,Surat,Apparel,Shorts,1,29.51,0,29.51,Direct,Debit Card,Cancelled
10558,2025-01-19,CUST0860,Returning,Pune,Electronics,Laptop Stand,1,101.89,5,96.8,Organic Search,Debit Card,Delivered
10559,2025-01-19,CUST3926,New,Surat,Home & Garden,Candle Set,1,26.3,0,26.3,Social Media,Credit Card,Delivered
10560,2025-01-19,CUST1003,Returning,Bangalore,Apparel,Cap,1,44.06,0,44.06,Organic Search,UPI,Delivered
10561,2025-01-19,CUST1572,Returning,Mumbai,Apparel,Hoodie,1,51.42,0,51.42,Organic Search,Debit Card,Returned
10562,2025-01-19,CUST2921,New,Jaipur,Sports,Running Belt,1,25.94,10,23.35,Organic Search,Wallet,Returned
10563,2025-01-19,CUST1867,Returning,Hyderabad,Apparel,Jeans,2,52.03,0,104.06,Social Media,UPI,Delivered
10564,2025-01-19,CUST1489,Returning,Kolkata,Electronics,USB Hub,1,112.18,0,112.18,Organic Search,Wallet,Delivered
10565,2025-01-20,CUST3465,New,Bangalore,Apparel,T-Shirt,1,22.18,0,22.18,Organic Search,Debit Card,Delivered
10566,2025-01-20,CUST2661,New,Delhi,Apparel,Socks,2,47.48,0,94.96,Email,UPI,Delivered
10567,2025-01-20,CUST0271,Returning,Pune,Apparel,Polo Shirt,1,23.88,0,23.88,Organic Search,UPI,Delivered
10568,2025-01-20,CUST2715,New,Delhi,Beauty,Hair Oil,2,23.61,0,47.22,Social Media,UPI,Cancelled
10569,2025-01-20,CUST0722,Returning,Hyderabad,Electronics,Keyboard,1,86.63,10,77.97,Referral,Credit Card,Delivered
10570,2025-01-20,CUST0892,Returning,Bangalore,Sports,Protein Shaker,1,37.57,0,37.57,Direct,Wallet,Delivered
10571,2025-01-20,CUST2522,New,Surat,Electronics,Phone Case,2,78.97,0,157.94,Paid Ads,Credit Card,Cancelled
10572,2025-01-20,CUST3749,New,Pune,Electronics,Laptop Stand,3,115.25,10,311.18,Referral,UPI,Delivered
10573,2025-01-20,CUST3965,New,Mumbai,Apparel,Hoodie,2,20.31,15,34.53,Organic Search,UPI,Cancelled
10574,2025-01-20,CUST1615,Returning,Pune,Electronics,Laptop Stand,2,62.64,10,112.75,Social Media,Debit Card,Delivered
10575,2025-01-20,CUST3787,New,Pune,Electronics,Phone Case,1,59.12,0,59.12,Email,Credit Card,Cancelled
10576,2025-01-20,CUST3625,New,Ahmedabad,Home & Garden,Plant Pot,1,45.94,0,45.94,Social Media,COD,Delivered
10577,2025-01-20,CUST3811,New,Kolkata,Electronics,Power Bank,2,112.02,5,212.84,Social Media,Debit Card,Delivered
10578,2025-01-20,CUST2368,Returning,Ahmedabad,Sports,Protein Shaker,1,21.5,5,20.43,Email,Credit Card,Delivered
10579,2025-01-20,CUST1980,Returning,Pune,Apparel,Shorts,1,19.24,0,19.24,Organic Search,Debit Card,Returned
10580,2025-01-20,CUST1905,Returning,Jaipur,Electronics,Webcam,3,118.78,10,320.71,Organic Search,Wallet,Delivered
10581,2025-01-20,CUST2512,New,Mumbai,Apparel,Jeans,2,37.95,5,72.11,Direct,UPI,Delivered
10582,2025-01-20,CUST3270,New,Hyderabad,Apparel,Belt,1,30.27,0,30.27,Organic Search,Credit Card,Cancelled
10583,2025-01-20,CUST2347,Returning,Mumbai,Home & Garden,Curtains,1,45.17,5,42.91,Social Media,Debit Card,Returned
10584,2025-01-20,CUST1139,Returning,Hyderabad,Electronics,Screen Protector,1,82.92,15,70.48,Organic Search,Debit Card,Cancelled
10585,2025-01-20,CUST2700,New,Ahmedabad,Electronics,Smart Watch,1,113.26,10,101.93,Paid Ads,Credit Card,Returned
10586,2025-01-20,CUST0346,Returning,Bangalore,Electronics,Phone Case,2,109.65,0,219.3,Social Media,Net Banking,Cancelled
10587,2025-01-20,CUST2612,New,Bangalore,Home & Garden,Door Mat,2,29.52,0,59.04,Organic Search,UPI,Delivered
10588,2025-01-20,CUST1951,Returning,Jaipur,Home & Garden,Candle Set,1,38.56,0,38.56,Organic Search,UPI,Delivered
10589,2025-01-20,CUST1839,Returning,Kolkata,Electronics,Webcam,2,45.89,15,78.01,Social Media,COD,Returned
10590,2025-01-20,CUST3761,New,Hyderabad,Electronics,Webcam,1,116.71,0,116.71,Paid Ads,Credit Card,Delivered
10591,2025-01-20,CUST2753,New,Surat,Home & Garden,Door Mat,1,47.01,0,47.01,Email,UPI,Returned
10592,2025-01-20,CUST0049,Returning,Kolkata,Beauty,Nail Polish,1,26.82,10,24.14,Organic Search,Credit Card,Delivered
10593,2025-01-20,CUST0233,Returning,Surat,Electronics,Laptop Stand,1,47.55,5,45.17,Social Media,Net Banking,Cancelled
10594,2025-01-21,CUST3129,New,Surat,Electronics,Smart Watch,1,90.35,0,90.35,Email,Credit Card,Delivered
10595,2025-01-21,CUST3780,New,Hyderabad,Electronics,Laptop Stand,1,115.21,5,109.45,Email,UPI,Returned
10596,2025-01-21,CUST1568,Returning,Kolkata,Home & Garden,Throw Pillow,1,22.96,10,20.66,Paid Ads,Credit Card,Cancelled
10597,2025-01-21,CUST1609,Returning,Bangalore,Electronics,Screen Protector,1,118.46,0,118.46,Social Media,Credit Card,Delivered
10598,2025-01-21,CUST0424,Returning,Mumbai,Apparel,Polo Shirt,1,51.77,10,46.59,Organic Search,UPI,Delivered
10599,2025-01-21,CUST2723,New,Kolkata,Apparel,Belt,1,41.69,15,35.44,Organic Search,UPI,Cancelled
10600,2025-01-21,CUST1655,Returning,Delhi,Apparel,Shorts,2,46.53,0,93.06,Paid Ads,Credit Card,Cancelled
10601,2025-01-21,CUST1366,Returning,Hyderabad,Sports,Running Belt,1,33.74,20,26.99,Paid Ads,UPI,Cancelled
10602,2025-01-21,CUST3115,New,Hyderabad,Electronics,Webcam,2,70.5,10,126.9,Social Media,Credit Card,Delivered
10603,2025-01-21,CUST2822,New,Pune,Apparel,Sneakers,1,32.43,0,32.43,Paid Ads,Wallet,Delivered
10604,2025-01-21,CUST2004,Returning,Kolkata,Electronics,Wireless Earbuds,1,98.98,5,94.03,Organic Search,UPI,Delivered
10605,2025-01-21,CUST1384,Returning,Mumbai,Apparel,Belt,3,18.61,0,55.83,Paid Ads,Credit Card,Delivered
10606,2025-01-21,CUST0152,Returning,Bangalore,Apparel,Shorts,1,39.44,15,33.52,Paid Ads,Credit Card,Cancelled
10607,2025-01-21,CUST0205,Returning,Hyderabad,Home & Garden,Wall Clock,2,25.22,0,50.44,Email,Credit Card,Delivered
10608,2025-01-21,CUST3274,New,Surat,Sports,Water Bottle,2,18.72,0,37.44,Organic Search,Net Banking,Delivered
10609,2025-01-21,CUST0563,Returning,Pune,Sports,Protein Shaker,1,49.15,5,46.69,Email,Net Banking,Returned
10610,2025-01-21,CUST0689,Returning,Pune,Apparel,Jacket,1,28.13,10,25.32,Social Media,Debit Card,Cancelled
10611,2025-01-21,CUST0647,Returning,Mumbai,Electronics,Smart Watch,2,92.41,0,184.82,Direct,Credit Card,Delivered
10612,2025-01-21,CUST3165,New,Ahmedabad,Beauty,Hair Oil,2,20.41,10,36.74,Social Media,Credit Card,Delivered
10613,2025-01-21,CUST2443,Returning,Bangalore,Apparel,Socks,1,24.46,5,23.24,Social Media,UPI,Delivered
10614,2025-01-21,CUST0482,Returning,Jaipur,Sports,Jump Rope,1,15.16,0,15.16,Referral,UPI,Cancelled
10615,2025-01-21,CUST1133,Returning,Mumbai,Beauty,Body Lotion,1,29.26,5,27.8,Organic Search,Net Banking,Returned
10616,2025-01-21,CUST0222,Returning,Pune,Beauty,Eye Cream,1,13.99,15,11.89,Organic Search,Debit Card,Delivered
10617,2025-01-21,CUST0721,Returning,Bangalore,Sports,Running Belt,1,40.91,15,34.77,Email,Debit Card,Delivered
10618,2025-01-21,CUST2773,New,Pune,Sports,Running Belt,1,26.41,0,26.41,Organic Search,Credit Card,Delivered
10619,2025-01-21,CUST1930,Returning,Surat,Electronics,Power Bank,2,73.16,0,146.32,Paid Ads,Wallet,Delivered
10620,2025-01-21,CUST0796,Returning,Pune,Beauty,Eye Cream,1,19.34,0,19.34,Referral,Credit Card,Delivered
10621,2025-01-21,CUST1714,Returning,Bangalore,Home & Garden,Desk Lamp,1,24.44,0,24.44,Email,Credit Card,Delivered
10622,2025-01-22,CUST0941,Returning,Delhi,Sports,Skipping Rope,3,35.23,5,100.41,Paid Ads,UPI,Cancelled
10623,2025-01-22,CUST3016,New,Chennai,Electronics,Screen Protector,2,65.94,10,118.69,Organic Search,Debit Card,Delivered
10624,2025-01-22,CUST0182,Returning,Mumbai,Beauty,Hand Cream,3,32.46,0,97.38,Referral,UPI,Delivered
10625,2025-01-22,CUST1854,Returning,Ahmedabad,Apparel,Socks,1,47.53,10,42.78,Organic Search,UPI,Delivered
10626,2025-01-22,CUST0372,Returning,Mumbai,Home & Garden,Wall Clock,1,31.83,5,30.24,Paid Ads,Debit Card,Returned
10627,2025-01-22,CUST3581,New,Kolkata,Sports,Skipping Rope,1,30.92,10,27.83,Organic Search,Wallet,Delivered
10628,2025-01-22,CUST1364,Returning,Jaipur,Home & Garden,Desk Lamp,2,22.83,15,38.81,Organic Search,Debit Card,Delivered
10629,2025-01-22,CUST2542,New,Pune,Beauty,Body Lotion,1,15.18,5,14.42,Social Media,Credit Card,Cancelled
10630,2025-01-22,CUST1498,Returning,Pune,Home & Garden,Desk Lamp,1,34.62,5,32.89,Organic Search,UPI,Delivered
10631,2025-01-22,CUST2659,New,Ahmedabad,Home & Garden,Wall Clock,1,33.4,5,31.73,Social Media,Net Banking,Cancelled
10632,2025-01-22,CUST1733,Returning,Hyderabad,Home & Garden,Wall Clock,1,55.92,5,53.12,Organic Search,Debit Card,Delivered
10633,2025-01-22,CUST3685,New,Hyderabad,Apparel,Jeans,1,37.68,10,33.91,Paid Ads,Debit Card,Returned
10634,2025-01-22,CUST1601,Returning,Bangalore,Home & Garden,Candle Set,1,55.36,0,55.36,Organic Search,COD,Delivered
10635,2025-01-22,CUST2570,New,Mumbai,Electronics,Phone Case,1,110.62,5,105.09,Organic Search,COD,Delivered
10636,2025-01-22,CUST0775,Returning,Delhi,Electronics,Bluetooth Speaker,1,100.33,0,100.33,Organic Search,Net Banking,Cancelled
10637,2025-01-22,CUST1337,Returning,Ahmedabad,Apparel,Jacket,1,30.68,5,29.15,Social Media,UPI,Cancelled
10638,2025-01-22,CUST3233,New,Hyderabad,Apparel,Cap,1,51.24,0,51.24,Organic Search,Debit Card,Delivered
10639,2025-01-22,CUST3786,New,Bangalore,Sports,Resistance Bands,1,30.96,0,30.96,Social Media,Debit Card,Cancelled
10640,2025-01-22,CUST2354,Returning,Bangalore,Sports,Resistance Bands,1,19.09,20,15.27,Paid Ads,Debit Card,Delivered
10641,2025-01-22,CUST3996,New,Bangalore,Home & Garden,Storage Box,3,25.92,0,77.76,Paid Ads,Credit Card,Delivered
10642,2025-01-23,CUST2238,Returning,Jaipur,Home & Garden,Photo Frame,3,26.24,20,62.98,Paid Ads,UPI,Delivered
